'TURKEY HAM,CURED TURKEY THIGH MEAT';126
'TURKEY BREAST,SLICED,PREPACKAGED';99
'TURKEY ROLL,LT&DK MEAT';149
'SAUSAGE,VIENNA,CND,CHICK,BF,PORK';230
'HONEY ROLL SAUSAGE,BEEF';182
'SAUSAGE,ITALIAN,PORK,CKD';344
'LUNCHEON SAUSAGE,PORK&BF';260
'NEW ENGLAND BRAND SAUSAGE,PORK,BF';161
'OSCAR MAYER,BOLOGNA (CHICK,PORK,BF)';318
'OSCAR MAYER,BOLOGNA (BEEF)';316
'OSCAR MAYER,BOLOGNA (BEEF LIGHT)';200
'OSCAR MAYER,BOLOGNA (FAT FREE)';79
'OSCAR MAYER  BOLOGNA LIGHT (PORK  CHICK  BEEF)';202
'OSCAR MAYER. BOLOGNA (WISCONSIN MADE RING)';313
'OSCAR MAYER,BRAUNSCHWEIGER LIVER SAUSAGE (SLICED)';331
'OSCAR MAYER,BRAUNSCHWEIGER LIVER SAUSAGE (SAREN TUBE)';341
'OSCAR MAYER  CHICKEN BREAST (HONEY GLAZED)';109
'OSCAR MAYER,CHICK BREAST (OVEN RSTD,FAT FREE)';85
'OSCAR MAYER  HAM & CHEESE LOAF';234
'OSCAR MAYER,HAM (CHOPPED W/ NAT JUICE)';180
'OSCAR MAYER  HAM (WATER ADDED  BKD CKD 96% FAT FREE)';104
'OSCAR MAYER,HAM (H2O ,BLD)';104
'OSCAR MAYER,HAM (H2O ,HONEY)';111
'OSCAR MAYER,HAM (H2O ,SMOKED,CKD)';99
'OSCAR MAYER,HAM (40%HAM/WATER PRODUCT,SMOKED,FAT FREE)';72
'OSCAR MAYER,HEAD CHEESE';185
'OSCAR MAYER,LIVER CHS,PORK FAT WRAPPED';313
'OSCAR MAYER,LUNCHEON LOAF (SPICED)';234
'OSCAR MAYER,OLD FASHIONED LOAF';231
'OSCAR MAYER,OLIVE LOAF (CHICK,PORK,TURKEY)';263
'OSCAR MAYER,PICKLE PIMIENTO LOAF (W/CHICK)';269
'OSCAR MAYER,PORK SAUSAGE LINKS (CKD)';343
'OSCAR MAYER,SALAMI BF COTTO';206
'OSCAR MAYER,SALAMI COTTO (BF,PORK,CHICK)';245
'OSCAR MAYER,SALAMI (FOR BEER)';225
'OSCAR MAYER,SALAMI (GENOA)';388
'OSCAR MAYER,SALAMI (HARD)';368
'OSCAR MAYER,SNDWCH SPRD (PORK,CHICK,BF)';237
'OSCAR MAYER,SMOKIE LINKS SAUSAGE';302
'OSCAR MAYER  SMOKIES (BEEF)';296
'OSCAR MAYER,SMOKIES (CHS)';303
'OSCAR MAYER,SMOKIES SAUSAGE LITTLE (PORK,TURKEY)';301
'OSCAR MAYER,SMOKIES SAUSAGE LITTLE CHS (PORK,TURKEY)';315
'OSCAR MAYER,SMMR SAUSAGE BF THURINGER CERVELAT';309
'OSCAR MAYER,SMMR SAUSAGE THURINGER CERVALAT';304
'OSCAR MAYER,TURKEY BREAST (SMOKED,FAT FREE)';80
'OSCAR MAYER,WIENERS (PORK,TURKEY)';327
'OSCAR MAYER,WIENERS (BEEF FRANKS)';327
'OSCAR MAYER  WIENERS (BEEF FRANKS  BUN LENGTH)';324
'OSCAR MAYER,WIENERS (BEEF FRANKS,FAT FREE)';78
'OSCAR MAYER,WIENERS (BEEF FRANKS,LIGHT)';193
'OSCAR MAYER,WIENERS (CHEESE HOT DOGS W/ TURKEY)';318
'OSCAR MAYER,WIENERS (FAT FREE HOT DOGS)';73
'OSCAR MAYER,WIENERS (LIGHT PORK,TURKEY,BEEF)';194
'OSCAR MAYER,WIENERS LITTLE (PORK,TURKEY)';311
'LOUIS RICH,CHICK BREAST CLASSIC BKD /GRILL (CARVING BOARD)';98
'LOUIS RICH,CHICK BREAST (OVEN RSTD DELUXE)';101
'LOUIS RICH,CHICK (WHITE,OVEN RSTD)';128
'LOUIS RICH,FRANKS (TURKEY & CHICK CHEESE)';201
'LOUIS RICH,FRANKS (TURKEY & CHICKEN)';188
'LOUIS RICH  TURKEY BACON';250
'LOUIS RICH,TURKEY BOLOGNA';184
'LOUIS RICH,TURKEY BREAST & WHITE TURKEY (OVEN ROASTED)';99
'LOUIS RICH,TURKEY BREAST&WHITE TURKEY (SMOKED SLICED)';100
'LOUIS RICH,TURKEY (HONEY RSTD,FAT FREE)';102
'LOUIS RICH,TURKEY BREAST (OVEN RSTD,FAT FREE)';84
'LOUIS RICH,TURKEY BREAST (OVEN RSTD,PORTION FAT FREE)';90
'LOUIS RICH,TURKEY BREAST (SMOKED,CARVING BOARD)';94
'LOUIS RICH,TURKEY BREAST (SMOKED,PORTION FAT FREE)';93
'LOUIS RICH,TURKEY HAM (10% H2O)';113
'LOUIS RICH,TURKEY NUGGETS/STICKS (BREADED)';276
'LOUIS RICH,TURKEY SALAMI';147
'LOUIS RICH,TURKEY SALAMI COTTO';149
'LOUIS RICH,TURKEY SMOKED SAUSAGE';161
'BUTCHER BOY MEATS,INC.,TURKEY FRANKS';239
'CARL BUDDIG,CKD CORNED BF,CHOPD,PRESSED';142
'CARL BUDDIG,SMOKED SLICED CHICK,LT&DK MEAT';165
'CARL BUDDIG,SMOKED SLICED BF';139
'CARL BUDDIG,SMOKED SLICED TURKEY,LT&DK MEAT';160
'CARL BUDDIG. CKD SMOKED BF PASTRAMI,CHOPD,PRESSED';141
'CARL BUDDIG,SMOKED SLICED HAM';163
'HORMEL SPAM  LUNCHEON MEAT  PORK W/ HAM  MINCED  CND';310
'HORMEL SPAM,LT LUNCH MT,PORK & CHICK,MINCED,CND,VIT C ADDED';191
'HORMEL PILLOW PAK SLICED TURKEY PEPPERONI';243
'HORMEL WRANGLER BEEF FRANKS';290
'TURKEY,PORK,&BF SAUSAGE,LOFAT,SMOKED';101
'USDA COMMODITY,PORK,SAUSAGE,BULK/LINKS/PATTIES,FRZ,CKD';267
'FRANKFURTER,BF,PORK,& TURKEY,FAT FREE';109
'LUNCHEON MEAT,PORK,HAM,&CHICK,MINCD,CND,RED NA,VIT C, (SPAM)';293
'USDA COMMODITY,PORK SAUSAGE,BULK/LINKS/PATTIES,FRZ,RAW';231
'LUNCHEON MEAT,PORK W/HAM,MINCED,CND,INCL SPAM (HORMEL)';315
'LUNCHEON MEAT,PORK&CHICK,MINCED,CND,INCL SPAM LITE';196
'BRATWURST  VEAL  CKD';341
'LIVERWURST SPRD';305
'ROAST BF SPRD';223
'SALAMI  PORK  BF  LESS NA';396
'SAUSAGE  ITALIAN  SWT  LINKS';149
'SAUSAGE  POLISH  BF W/ CHICK  HOT';259
'SAUSAGE  POLISH  PORK & BF  SMOKED';301
'SAUSAGE  PORK & BF  W/ CHEDDAR CHS  SMOKED';296
'SAUSAGE  SMMR  PORK & BF  STKS  W/ CHEDDAR CHS';426
'SAUSAGE  TURKEY  BRKFST LINKS  MILD';235
'SWISSWURST  PORK & BF  W/ SWISS CHS  SMOKED';307
'BACON & BF STKS';517
'BRATWURST  BF & PORK  SMOKED';297
'BRATWURST,CHICK,CKD';176
'BRATWURST  PORK  BF & TURKEY  LITE  SMOKED';186
'PASTRAMI  BF  98% FAT-FREE';95
'SALAMI  ITALIAN  PORK';425
'SAUSAGE  ITALIAN  TURKEY  SMOKED';158
'SAUSAGE  CHICK  BF  PORK  SKINLESS  SMOKED';216
'SAUSAGE  TURKEY  HOT  SMOKED';158
'YACHTWURST,W/ PISTACHIO NUTS,CKD';268
'BEERWURST  PORK & BF';276
'CHICKEN BREAST  FAT-FREE  MESQ FLAVOR  SLICED';80
'CHICKEN BREAST  OVEN-ROASTED  FAT-FREE  SLICED';79
'KIELBASA,POLISH,TURKEY & BF,SMOKED';226
'OVEN-ROASTED CHICK BREAST ROLL';134
'BOLOGNA  PORK & TURKEY  LITE';211
'BOLOGNA  PORK  TURKEY & BF';336
'HAM  HONEY  SMOKED  CKD';122
'FRANKFURTER,PORK';269
'MACARONI & CHS LOAF  CHICK  PORK & BF';228
'SALAMI  ITALIAN  PORK & BF  DRY  SLICED  50% LESS NA';350
'PATE  TRUFFLE FLAVOR';327
'TURKEY,BREAST,SMOKED,LEMON PEPPER FLAVOR,97% FAT-FREE';95
'TURKEY  WHITE  ROTISSERIE  DELI CUT';112
'FRANKFURTER  BF  HTD';322
'FRANKFURTER  MEAT  HTD';278
'FRANKFURTER  MEAT';290
'SCRAPPLE,PORK';213
'BOLOGNA,CHICK,TURKEY,PORK';298
'PORK SAUSAGE,PRE-COOKED';378
'BEEF SAUSAGE,PRE-COOKED';405
'TURKEY SAUSAGE,FRSH,RAW';155
'BEEF SAUSAGE,FRSH,CKD';332
'PORK & TURKEY SAUSAGE,PRE-COOKED';342
'TURKEY SAUSAGE,FRSH,CKD';196
'BOLOGNA,CHICK,PORK,BF';272
'BOLOGNA,CHICK,PORK';336
'CEREALS RTE,KELLOGG,KELLOGG''S ALL-BRAN ORIGINAL';260
'CEREALS RTE,POST,ALPHA-BITS';385
'CEREALS RTE,KELLOGG,KELLOGG''S APPL JACKS';366
'CEREALS RTE,KELLOGG,KELLOGG''S ALL-BRAN BRAN BUDS';250
'CEREALS RTE,QUAKER,CAP''N CRUNCH';398
'CEREALS RTE,QUAKER,CAP''N CRUNCH W/ CRUNCHBERRIES';397
'CEREALS RTE,QUAKER,CAP''N CRUNCH''S PNUT BUTTER CRUNCH';417
'CEREALS RTE,GENERAL MILLS,CHEERIOS';367
'CEREALS RTE,KELLOGG,KELLOGG''S COCOA KRISPIES';389
'CEREALS RTE,POST,COCOA PEBBLES';397
'CEREALS RTE,GENERAL MILLS,COOKIE CRISP';385
'CEREALS RTE,QUAKER,QUAKER CRUNCHY BRAN';331
'CEREALS RTE,GENERAL MILLS CORN CHEX';387
'CEREALS RTE,KELLOGG,KELLOGG''S CORN FLAKES';365
'CEREALS RTE,CORN FLAKES,LO NA';399
'CEREALS RTE,KELLOGG,KELLOGG''S CRACKLIN'' OAT BRAN';402
'CEREALS RTE,RALSTON CRISPY RICE';364
'CEREALS RTE,KELLOGG,KELLOGG''S ALL-BRAN COMPLETE WHEAT FLAKES';318
'CEREALS RTE,BRAN FLAKES,SINGLE BRAND';320
'CEREALS RTE,KELLOGG,KELLOGG''S FROOT LOOPS';372
'CEREALS RTE,KELLOGG''S FRSTD MINI-WHEATS,BIG BITE';343
'CEREALS RTE,KELLOGG,KELLOGG''S FRSTD RICE KRISPIES';382
'CEREALS RTE,POST,FRUITY PEBBLES';400
'CEREALS RTE,GENERAL MILLS,GOLDEN GRAHAMS';387
'CEREALS RTE,GRANOLA,HOMEMADE';489
'CEREALS RTE,POST,GRAPE-NUTS CRL';359
'CEREALS RTE,POST,GRAPE-NUTS FLAKES';369
'CEREALS RTE,GENERAL MILLS,HONEY NUT CHEERIOS';393
'CEREALS RTE,POST,HONEYCOMB CRL';396
'CEREALS RTE,QUAKER,KING VITAMAN';381
'CEREALS RTE,GENERAL MILLS,KIX';367
'CEREALS RTE,QUAKER,QUAKER OAT LIFE,PLN';374
'CEREALS RTE,GENERAL MILLS,LUCKY CHARMS';407
'CEREALS RTE,POST,100% BRAN CRL';287
'CEREALS RTE,QUAKER,100% NAT GRANOLA,OATS,WHEAT & HONEY';421
'CEREALS RTE,GENERAL MILLS,HONEY NUT CHEX';375
'CEREALS RTE,KELLOGG,KELLOGG''S PRODUCT 19';333
'CEREALS RTE,QUAKER,SWT CRUNCH/QUISP';406
'CEREALS RTE,KELLOGG,KELLOGG''S RAISIN BRAN';314
'CEREALS RTE,POST RAISIN BRAN CRL';320
'CEREALS RTE,GENERAL MILLS,RICE CHEX';370
'CEREALS RTE,KELLOGG,KELLOGG''S RICE KRISPIES';381
'CEREALS RTE,QUAKER,QUAKER PUFFED RICE';383
'CEREALS RTE,KELLOGG,KELLOGG''S SPL K';365
'CEREALS RTE,KELLOGG,KELLOGG''S CORN POPS';389
'CEREALS RTE,KELLOGG,KELLOGG''S FRSTD FLAKES';367
'CEREALS RTE,KELLOGG,KELLOGG''S HONEY SMACKS';386
'CEREALS RTE,POST,GOLDEN CRISP';390
'CEREALS RTE,RALSTON TASTEEOS';398
'CEREALS RTE,POST TOASTIES CORN FLAKES';360
'CEREALS RTE,GENERAL MILLS,WHL GRAIN TOTAL';333
'CEREALS RTE,GENERAL MILLS,TRIX';375
'CEREALS RTE,WAFFELOS';405
'CEREALS RTE,POST,HONEY NUT SHREDDED WHEAT';374
'CEREALS RTE,GENERAL MILLS,WHEAT CHEX';340
'CEREALS RTE,MALT-O-MEAL,CORN BURSTS';394
'CEREALS RTE,WHEAT GERM,TSTD,PLN';382
'CEREALS RTE,QUAKER,KRETSCHMER HONEY CRUNCH WHEAT GERM';372
'CEREALS RTE,GENERAL MILLS,FRENCH TOAST CRUNCH';438
'CEREALS RTE,GENERAL MILLS,MULTI-GRAIN CHEERIOS';379
'CEREALS RTE,GENERAL MILLS,WHEATIES';370
'CEREALS,CORN GRITS,WHITE,REG & QUICK,ENR,DRY';370
'CEREALS,CORN GRITS,WHITE,REG & QUICK,ENR,CKD W/ H2O,WO/ SALT';71
'CEREALS,QUAKER,CORN GRITS,INST,PLN,DRY';359
'CEREALS,QUAKER,CORN GRITS,INST,PLN,PREP,WO/ SALT';76
'CEREALS,QUAKER,CORN GRITS,INST,CHEDDAR CHS FLAVOR,DRY';366
'CEREALS,QUAKER,CORN GRITS,INST,W/IMITN BACON BITS,DRY';349
'CEREALS,CRM OF RICE,DRY';370
'CEREALS,CRM OF RICE,CKD W/H2O,WO/SALT';52
'CEREALS,CRM OF WHEAT,REG,10 MINUTE COOKING,DRY';370
'CEREALS,CRM OF WHEAT,REG (10 MINUTE),CKD W/ H2O,WO/ SALT';50
'CEREALS,FARINA,ENR,ASSORTED BRANDS,DRY';360
'CEREALS,FARINA,ENR,ASSORTED BRANDS,QUICK,CKD W/ H2O,WO/ SALT';55
'CEREALS,CREAM OF WHEAT,INST,DRY';366
'CEREALS,CREAM OF WHEAT,INST,PREP W/ H2O,WO/ SALT';62
'CEREALS,CREAM OF WHEAT,MIX''N EAT,PLN,DRY';361
'CEREALS,CREAM OF WHEAT,MIX''N EAT,PLN,PREP W/ H2O';72
'CEREALS,CRM OF WHEAT,MIX''N EAT,APPL,BANANA&MAPLE FLAV,DRY';373
'CEREALS,CRM OF WHEAT,MIX''N EAT,APPL,BANANA&MAPLE FLAV,PREP';88
'CEREALS,FARINA,ENR,CKD W/ H2O,WO/ SALT';53
'CEREALS,MALTEX,DRY';352
'CEREALS,MALTEX,CKD W/ H2O,WO/ SALT';76
'CEREALS,MALT-O-MEAL,PLN,DRY';361
'CEREALS,MAYPO,DRY';385
'CEREALS,MAYPO,CKD W/ H2O,WO/ SALT';71
'CEREALS,OATS,REG & QUICK,NOT FORT,DRY';379
'CEREALS,OATS,REG & QUICK,UNENR,CKD W/ H2O,WO/ SALT';71
'CEREALS,OATS,INST,FORT,PLN,DRY';375
'CEREALS,OATS,INST,FORT,PLN,PREP W/ H2O';68
'CEREALS,QUAKER,INST OATMEAL,APPLS & CINN,DRY';365
'CEREALS,OATS,INST,FORT,W/ CINN & SPICE,DRY';370
'CEREALS,OATS,INST,FORT,W/ CINN & SPICE,PREP W/ H2O';107
'CEREALS,QUAKER,INST OATMEAL,MAPLE & BROWN SUGAR,DRY';365
'CEREALS,OATS,INST,FORT,W/ RAISINS & SPICE,DRY';360
'CEREALS,OATS,INST,FORT,W/ RAISINS & SPICE,PREP W/ H2O';100
'CEREALS,RALSTON,DRY';341
'CEREALS,RALSTON,CKD W/ H2O,WO/ SALT';53
'CEREALS,ROMAN MEAL,PLN,DRY';322
'CEREALS,ROMAN MEAL,PLN,CKD W/ H2O,WO/ SALT';61
'CEREALS RTE,MALT-O-MEAL,MARSHMLLW MATEYS';394
'CEREALS RTE,POST,OREO O''S CRL';415
'CEREALS,WHEATENA,DRY';357
'CEREALS,WHEATENA,CKD W/ H2O';56
'CEREALS,WHL WHEAT HOT NAT CRL,DRY';342
'CEREALS,WHL WHEAT HOT NAT CRL,CKD W/ H2O,WO/ SALT';62
'CEREALS RTE,QUAKER,QUAKER PUFFED WHEAT';366
'CEREALS RTE,WHEAT,SHREDDED,PLN,SUGAR & SALT FREE';337
'CEREALS RTE,POST,SHREDDED WHEAT,SPOON-SIZE';351
'CEREALS,ROMAN MEAL WITH OATS,CKD W/ H2O,WO/ SALT';71
'CEREALS RTE,RICE,PUFFED,FORT';402
'CEREALS RTE,WHEAT,PUFFED,FORT';364
'CEREALS,CORN GRITS,WHITE,REG & QUICK,UNENR,DRY';371
'CEREALS,CORN GRITS,YEL,REG & QUICK,ENR,DRY';368
'CEREALS,CORN GRITS,YEL,REG & QUICK,UNENR,DRY';371
'CEREALS,CORN GRITS,WHITE,REG & QUICK,ENR,CKD W/ H2O,W/ SALT';71
'CEREALS,CORN GRITS,WHITE,REG & QCK,UNENR,CKD W/ H2O,WO/ SALT';59
'CEREALS,CORN GRITS,WHITE,REG,QUICK,UNENR,CKD W/ H2O,W/ SALT';60
'CEREALS,CORN GRITS,YEL,REG & QUICK,ENR,CKD W/ H2O,WO/ SALT';65
'CEREALS,CORN GRITS,YEL,REG,QUICK,ENR,CKD W/ H2O,W/ SALT';65
'CEREALS,CORN GRITS,YEL,REG & QUICK,UNENR,CKD W/ H2O,WO/ SALT';59
'CEREALS,CORN GRITS,YEL,REG,QUICK,UNENR,CKD W/ H2O,W/ SALT';59
'CEREALS,CREAM OF RICE,CKD W/ H2O,W/ SALT';52
'CEREALS,CRM OF WHEAT,REG (10 MINUTE),CKD W/ H2O,W/ SALT';50
'CEREALS,CRM OF WHEAT,INST,PREP W/ H2O,W/ SALT,(WHEAT)';62
'CEREALS,FARINA,UNENR,DRY';369
'CEREALS,FARINA,ENR,CKD W/ H2O,W/ SALT';53
'CEREALS,MALTEX,CKD W/ H2O,W/ SALT';76
'CEREALS,MALT-O-MEAL,CHOC,DRY';374
'CEREALS,MAYPO,CKD W/ H2O,W/ SALT';71
'CEREALS,OATS,REG & QUICK & INST,UNENR,CKD W/ H2O,W/ SALT';71
'CEREALS,ROMAN MEAL,PLN,CKD W/ H2O,W/ SALT';61
'CEREALS,WHEATENA,CKD W/ H2O,W/ SALT';59
'CEREALS,WHL WHEAT HOT NAT CRL,CKD W/ H2O,W/ SALT';62
'CEREALS,ROMAN MEAL WITH OATS,CKD W/ H2O,W/ SALT';71
'CEREALS,RALSTON,CKD W/ H2O,W/ SALT';53
'CEREALS RTE,KELLOGG,KELLOGG''S LOFAT GRANOLA WO/ RAISINS';387
'CEREALS RTE,GENERAL MILLS,OATMEAL CRISP,APPL CINN';382
'CEREALS RTE,POST,SHREDDED WHEAT,LIGHTLY FRSTD,SPOON-SIZE';352
'CEREALS RTE,POST BLUEBERRY MORNING';396
'CEREALS RTE,GENERAL MILLS,REESE''S PUFFS';433
'CEREALS,QUAKER,QUAKER MULTIGRAIN OATMEAL,DRY';333
'CEREALS RTE,GENERAL MILLS,OATMEAL CRISP,CRUNCHY ALMOND';393
'CEREALS RTE,CHOCOLATE-FLAVORED FRSTD PUFFED CORN';405
'CEREALS RTE,MALT-O-MEAL,COCO-ROOS';396
'CEREALS RTE,QUAKER,QUAKER OAT CINN LIFE';373
'CEREALS RTE,QUAKER,HONEY GRAHAM OH!S';412
'CEREALS RTE,QUAKER,SUN COUNTRY GRANOLA W/ ALMONDS';467
'CEREALS RTE,QUAKER,QUAKER OATMEAL SQUARES';379
'CEREALS RTE,QUAKER,QUAKER CINN OATMEAL SQUARES';379
'CEREALS RTE,QUAKER,QUAKER OAT BRAN CRL';372
'CEREALS READY TO EAT,CHARACTER CEREALS (MOVIES,TV),BRAND A';389
'CEREALS RTE,QUAKER,QUAKER GRANOLA W/ OATS,WHEAT& RAISINS';412
'CEREALS RTE,QUAKER,QUAKER TSTD OATMEAL CRL,HONEY NUT';384
'CEREALS RTE,QUAKER,LOFAT 100% NAT GRANOLA W/ RAISINS';388
'CEREALS,QUAKER,CORN GRITS,INST,BUTTER FLAVOR,DRY';366
'CEREALS READY TO EAT,CHARACTER CEREALS (MOVIES,TV),BRAND B';388
'CEREALS,QUAKER,INST OATMEAL,FRUIT & CRM VAR,DRY';379
'CEREALS,QUAKER,INST OATMEAL,RAISINS,DATES & WALNUTS,DRY';371
'CEREALS,QUAKER,FARINA,CREAMY WHEAT,ENR,DRY';349
'CEREALS,QUAKER,OAT BRAN,QUAKER/MOTHER''S OAT BRAN,DRY';364
'CEREALS,QUAKER,SCOTCH BARLEY,REG&QUICK,DRY';346
'CEREALS,QKR,OAT BRAN,PREP W/H2O,NO SALT';43
'CEREALS,QUAKER,CREAMY WHEAT,FARINA,ENR,PREP W/H2O,NO SALT';51
'CEREALS RTE,GENERAL MILLS,BERRY BURST CHEERIOS,TRIPLE BERRY';370
'CEREALS,OAT BRAN,QKR,QKR/MOTHER''S OAT BRAN,PREP W/H2O,SALT';43
'CEREALS,QUAKER,CREAMY WHEAT,FARINA,ENR,PREP W/H2O,SALT';51
'CEREALS RTE,JUST RIGHT W/ CRUNCHY NUGGETS';371
'CEREALS RTE,GENERAL MILLS,HONEY NUT CLUSTERS';368
'CEREALS RTE,GENERAL MILLS,FIBER ONE BRAN CRL';200
'CEREALS RTE,GENERAL MILLS,OATMEAL CRISP HEARTY RAISIN';387
'CEREALS RTE,GENERAL MILLS,TOTAL CORN FLAKES';373
'CEREALS RTE,GENERAL MILLS,TOTAL RAISIN BRAN';302
'CEREALS,QUAKER,QUAKER MULTIGRAIN OATMEAL,PREP W/H2O,NO SALT';61
'CEREALS,QUAKER,QUAKER MULTIGRAIN OATMEAL,PREP W/H2O,SALT';61
'CEREALS RTE,KELLOGG,KELLOGG''S ALL-BRAN W/ EX FIBER';192
'CEREALS RTE,APPL CINN SQUARES MINI-WHEATS';331
'CEREALS RTE,KELLOGG,KELLOGG''S COMPLETE OAT BRAN FLAKES';350
'CEREALS RTE,KELLOGG,KELLOGG''S CRISPIX';370
'CEREALS RTE,GENERAL MILLS,RAISIN NUT BRAN';367
'CEREALS RTE,GENERAL MILLS,BASIC 4';364
'CEREALS RTE,GENERAL MILLS,APPL CINN CHEERIOS';400
'CEREALS RTE,GENERAL MILLS,FRSTD CHEERIOS';393
'CEREALS RTE,GENERAL MILLS,FRANKENBERRY';394
'CEREALS RTE,GENERAL MILLS,COUNT CHOCULA';370
'CEREALS RTE,GENERAL MILLS,COCOA PUFFS';370
'CEREALS RTE,GENERAL MILLS,CINN TOAST CRUNCH';414
'CEREALS RTE,GENERAL MILLS,BOO BERRY';394
'CEREALS RTE,GENERAL MILLS,BERRY BERRY KIX';364
'CEREALS RTE,GENERAL MILLS,NATURE VALLEY LOFAT FRUIT GRANOLA';386
'CEREALS RTE,GENERAL MILLS,KABOOM';400
'CEREALS RTE,KELLOGG,KELLOGG''S JUST RIGHT FRUIT & NUT';366
'CEREALS RTE,KELLOGG,KELLOGG''S LOFAT GRANOLA W/ RAISINS';377
'CEREALS RTE,KELLOGG,KELLOGG''S MUESLIX';357
'CEREALS RTE,KELLOGG,KELLOGG''S RICE KRISPIES TREATS CRL';399
'CEREALS RTE,HEALTH VALLEY,FIBER 7 FLAKES';353
'CEREALS RTE,QUAKER,QUAKER APPL ZAPS';393
'CEREALS RTE,QUAKER,QUAKER COCOA BLASTS';394
'CEREALS RTE,QUAKER,QUAKER FRUITANGY OH!S';392
'CEREALS RTE,QUAKER,QUAKER MARSHMLLW SAFARI';396
'CEREALS RTE,QUAKER,QUAKER SWT PUFFS';391
'CEREALS RTE,OAT,CORN&WHEAT SQUARES,PRESWEETENED,MAPLE FLAV';430
'CEREALS RTE,KELLOGG,KELLOGG''S HONEY CRUNCH CORN FLAKES';385
'CEREALS,QUAKER,HOMINY GRITS,WHITE,QUICK,DRY';347
'CEREALS,QUAKER,HOMINY GRITS,YEL,QUICK,DRY';337
'CEREALS,QUAKER,HOMINY GRITS,WHITE,REG,DRY';347
'CEREALS,QUAKER,FARINA,ENR CINN FLAVOR,DRY';346
'CEREALS RTE,KELLOGG,KELLOGG''S SMART START ANTIOXIDANTS CRL';365
'CEREALS RTE,KELLOGG''S FRSTD MINI-WHEATS,BITE SZE & LTL BITES';346
'CEREALS RTE,GENERAL MILLS,MULTI-BRAN CHEX';340
'CEREALS RTE,MALT-O-MEAL,COLOSSAL CRUNCH';415
'CEREALS RTE,MALT-O-MEAL,BERRY COLOSSAL CRUNCH';412
'CEREALS RTE,MALT-O-MEAL,CRISPY RICE';381
'CEREALS RTE,MALT-O-MEAL,TOOTIE FRUITIES';401
'CEREALS RTE,MALT-O-MEAL,TOASTY O''S';404
'CEREALS RTE,QUAKER,MOTHER''S PNUT BUTTER BUMPERS CRL';403
'CEREALS RTE,QUAKER,MOTHER''S TSTD OAT BRAN CRL,BROWN SUGAR';373
'CEREALS RTE,QUAKER,MOTHER''S CINN OAT CRUNCH';380
'CEREALS RTE,QUAKER,MOTHER''S GROOVY GRAHAMS';372
'CEREALS RTE,QUAKER,MOTHER''S COCOA BUMPERS';376
'CEREALS RTE,QUAKER,OATMEAL CRL,BROWN SUGAR BLISS';384
'CEREALS RTE,QUAKER,HONEY GRAHAM BAGGED CRL';395
'CEREALS RTE,QUAKER,TSTD OATS/OATMMM''S';380
'CEREALS RTE,QUAKER,KRETSCHMER TSTD WHEAT BRAN';200
'CEREALS RTE,QUAKER,SHREDDED WHEAT,BAGGED CRL';348
'CEREALS RTE,QUAKER,KRETSCHMER WHEAT GERM,REG';366
'CEREALS RTE,GENERAL MILLS,RICE CRUNCHINS';381
'CEREALS RTE,KELLOGG,KELLOGG''S MARSHMLLW FROOT LOOPS';374
'CEREALS RTE,KELLOGG,KELLOGG''S,RAISIN BRAN CRUNCH';354
'CEREALS RTE,KELLOGG,KELLOGG''S SPL K RED BERRIES';359
'CEREALS RTE,KELLOGG,KELLOGG''S MINI-WHEATS,UNFROSTED BITE SZE';339
'CEREALS RTE,KASHI GOLEAN CRUNCH!';373
'CEREALS RTE,KASHI HEART TO HEART,HONEY TSTD OAT';357
'CEREALS RTE,KASHI 7 WHL GRAIN PUFFS';336
'CEREALS RTE,KASHI 7 WHL GRAIN HONEY PUFFS';349
'CEREALS RTE,KASHI GOOD FRIENDS';299
'CEREALS RTE,KASHI GOLEAN';284
'CEREALS RTE,QUAKER,MOTHER''S HONEY ROUNDUP';382
'CEREALS RTE,QUAKER,HONEY NUT OATS';385
'CEREALS RTE,CRANBERRY MACADAMIA NUT CRL';408
'CEREALS,QUAKER,QUICK OATS,DRY';371
'CEREALS RTE,MALT-O-MEAL,FRSTD FLAKES';387
'CEREALS,QUAKER,INST OATMEAL,CINNAMON-SPICE,DRY';366
'CERLS,QUKR,INST OTML,DNSR EGS W/ "DNSR BNS",BRN SGR CINN,DRY';389
'CEREALS,QUAKER,INST OATMEAL EXPRESS,GOLDEN BROWN SUGAR,DRY';372
'CEREALS,QUAKER,INST OATMEAL,BANANA BREAD,DRY';368
'CEREALS,QUAKER,INST OATMEAL EXPRESS,BKD APPL,DRY';367
'CEREALS,QUAKER,INST OATMEAL EXPRESS CINN ROLL,DRY';371
'CEREALS RTE,UNCLE SAM CRL';431
'CEREALS,QUAKER,INST OATMEAL,RAISIN & SPICE,DRY';360
'CERLS,QUAKER,INST GRIT PRDCT W/ RDEYE GRVY&IMITN HAM BIT,DRY';346
'CERLS,QUKR,INST GRIT PRDCT W/ IMITN BACN BIT&CHDR FLVR,DRY';363
'CEREALS,QUAKER,INST GRITS PRODUCT W/ AMERICAN CHS FLAVOR,DRY';364
'CEREALS,QUAKER,INST GRITS PRODUCT--HAM ''N'' CHS';359
'CEREALS,QUAKER,QUICK OATS W/ IRON,DRY';371
'CEREALS,QUAKER,WHL WHEAT NAT CRL';333
